puzzle,solution,pretty_puzzle
106407029037190405005600108720000040508920700060000980972845030054213097800760050,186457329237198465495632178729381546548926713361574982972845631654213897813769254,"1   6 | 4   7 |   2 9
  3 7 | 1 9   | 4   5
    5 | 6     | 1   8
- - - + - - - + - - -
7 2   |       |   4  
5   8 | 9 2   | 7    
  6   |       | 9 8  
- - - + - - - + - - -
9 7 2 | 8 4 5 |   3  
  5 4 | 2 1 3 |   9 7
8     | 7 6   |   5  "
030605170826370900057009608310704580400510260605802003063007001090000040248036090,934685172826371954157429638312764589489513267675892413563947821791258346248136795,"  3   | 6   5 | 1 7  
8 2 6 | 3 7   | 9    
  5 7 |     9 | 6   8
- - - + - - - + - - -
3 1   | 7   4 | 5 8  
4     | 5 1   | 2 6  
6   5 | 8   2 |     3
- - - + - - - + - - -
  6 3 |     7 |     1
  9   |       |   4  
2 4 8 |   3 6 |   9  "
308050276000307004057020003643971580800032600029865300780203900034000020002080031,398154276216397854457628193643971582875432619129865347781243965934516728562789431,"3   8 |   5   | 2 7 6
      | 3   7 |     4
  5 7 |   2   |     3
- - - + - - - + - - -
6 4 3 | 9 7 1 | 5 8  
8     |   3 2 | 6    
  2 9 | 8 6 5 | 3    
- - - + - - - + - - -
7 8   | 2   3 | 9    
  3 4 |       |   2  
    2 |   8   |   3 1"
309000080750230000064900003001760208605042009872301504906004017587103906143000025,319457682758236491264918753491765238635842179872391564926584317587123946143679825,"3   9 |       |   8  
7 5   | 2 3   |      
  6 4 | 9     |     3
- - - + - - - + - - -
    1 | 7 6   | 2   8
6   5 |   4 2 |     9
8 7 2 | 3   1 | 5   4
- - - + - - - + - - -
9   6 |     4 |   1 7
5 8 7 | 1   3 | 9   6
1 4 3 |       |   2 5"
068004200234060000000329800853940607600010040410638920390080102102703006006250439,968174253234865791571329864853942617629517348417638925395486172142793586786251439,"  6 8 |     4 | 2    
2 3 4 |   6   |      
      | 3 2 9 | 8    
- - - + - - - + - - -
8 5 3 | 9 4   | 6   7
6     |   1   |   4  
4 1   | 6 3 8 | 9 2  
- - - + - - - + - - -
3 9   |   8   | 1   2
1   2 | 7   3 |     6
    6 | 2 5   | 4 3 9"
920080703846030591007695248068319057013476809009028016080901034394862100051743082,925184763846237591137695248268319457513476829479528316782951634394862175651743982,"9 2   |   8   | 7   3
8 4 6 |   3   | 5 9 1
    7 | 6 9 5 | 2 4 8
- - - + - - - + - - -
  6 8 | 3 1 9 |   5 7
  1 3 | 4 7 6 | 8   9
    9 |   2 8 |   1 6
- - - + - - - + - - -
  8   | 9   1 |   3 4
3 9 4 | 8 6 2 | 1    
  5 1 | 7 4 3 |   8 2"
081000700950060010700000549000024090002850431073010050067249100109500204208631005,381495726954762318726183549815324697692857431473916852567249183139578264248631975,"  8 1 |       | 7    
9 5   |   6   |   1  
7     |       | 5 4 9
- - - + - - - + - - -
      |   2 4 |   9  
    2 | 8 5   | 4 3 1
  7 3 |   1   |   5  
- - - + - - - + - - -
  6 7 | 2 4 9 | 1    
1   9 | 5     | 2   4
2   8 | 6 3 1 |     5"
050700000300046005007590042702900806600070029830624001503187094480359017000062583,254731968398246175167598342742915836615873429839624751523187694486359217971462583,"  5   | 7     |      
3     |   4 6 |     5
    7 | 5 9   |   4 2
- - - + - - - + - - -
7   2 | 9     | 8   6
6     |   7   |   2 9
8 3   | 6 2 4 |     1
- - - + - - - + - - -
5   3 | 1 8 7 |   9 4
4 8   | 3 5 9 |   1 7
      |   6 2 | 5 8 3"
142395678635400001089006300594003280827504009316980750060047500950231060073659812,142395678635478921789126345594713286827564139316982754261847593958231467473659812,"1 4 2 | 3 9 5 | 6 7 8
6 3 5 | 4     |     1
  8 9 |     6 | 3    
- - - + - - - + - - -
5 9 4 |     3 | 2 8  
8 2 7 | 5   4 |     9
3 1 6 | 9 8   | 7 5  
- - - + - - - + - - -
  6   |   4 7 | 5    
9 5   | 2 3 1 |   6  
  7 3 | 6 5 9 | 8 1 2"
052081900730204800010900627040690302500000100090005408485000260027810030301040709,652781943739264815814953627148697352573428196296135478485379261927816534361542789,"  5 2 |   8 1 | 9    
7 3   | 2   4 | 8    
  1   | 9     | 6 2 7
- - - + - - - + - - -
  4   | 6 9   | 3   2
5     |       | 1    
  9   |     5 | 4   8
- - - + - - - + - - -
4 8 5 |       | 2 6  
  2 7 | 8 1   |   3  
3   1 |   4   | 7   9"
640792801500160200010500007700219068001603724062000109125007080300001070070350012,643792851587164293219538647734219568951683724862475139125947386396821475478356912,"6 4   | 7 9 2 | 8   1
5     | 1 6   | 2    
  1   | 5     |     7
- - - + - - - + - - -
7     | 2 1 9 |   6 8
    1 | 6   3 | 7 2 4
  6 2 |       | 1   9
- - - + - - - + - - -
1 2 5 |     7 |   8  
3     |     1 |   7  
  7   | 3 5   |   1 2"
050000003048030900003104060402507030900803604365009082096080007031746298074052016,159678423648235971723194865482567139917823654365419782296381547531746298874952316,"  5   |       |     3
  4 8 |   3   | 9    
    3 | 1   4 |   6  
- - - + - - - + - - -
4   2 | 5   7 |   3  
9     | 8   3 | 6   4
3 6 5 |     9 |   8 2
- - - + - - - + - - -
  9 6 |   8   |     7
  3 1 | 7 4 6 | 2 9 8
  7 4 |   5 2 |   1 6"
040270930062943015001685004400037602000068040008490170587320490906714058034800067,845271936762943815391685724419537682273168549658492173587326491926714358134859267,"  4   | 2 7   | 9 3  
  6 2 | 9 4 3 |   1 5
    1 | 6 8 5 |     4
- - - + - - - + - - -
4     |   3 7 | 6   2
      |   6 8 |   4  
    8 | 4 9   | 1 7  
- - - + - - - + - - -
5 8 7 | 3 2   | 4 9  
9   6 | 7 1 4 |   5 8
  3 4 | 8     |   6 7"
001500900076394100400120063063918040100063598987050631600040057040000216350601080,231586974876394125495127863563918742124763598987452631618249357749835216352671489,"    1 | 5     | 9    
  7 6 | 3 9 4 | 1    
4     | 1 2   |   6 3
- - - + - - - + - - -
  6 3 | 9 1 8 |   4  
1     |   6 3 | 5 9 8
9 8 7 |   5   | 6 3 1
- - - + - - - + - - -
6     |   4   |   5 7
  4   |       | 2 1 6
3 5   | 6   1 |   8  "
710002803258090700004180952406018000583204609092600408827430096005001080040069000,719542863258396741634187952476918235583274619192653478827435196965721384341869527,"7 1   |     2 | 8   3
2 5 8 |   9   | 7    
    4 | 1 8   | 9 5 2
- - - + - - - + - - -
4   6 |   1 8 |      
5 8 3 | 2   4 | 6   9
  9 2 | 6     | 4   8
- - - + - - - + - - -
8 2 7 | 4 3   |   9 6
    5 |     1 |   8  
  4   |   6 9 |      "
040800206001400000003067400004000080130684070205000649078320004396048020412970358,947835216651492837823167495764259183139684572285713649578321964396548721412976358,"  4   | 8     | 2   6
    1 | 4     |      
    3 |   6 7 | 4    
- - - + - - - + - - -
    4 |       |   8  
1 3   | 6 8 4 |   7  
2   5 |       | 6 4 9
- - - + - - - + - - -
  7 8 | 3 2   |     4
3 9 6 |   4 8 |   2  
4 1 2 | 9 7   | 3 5 8"
000700000820900617697140523079010080185004076000307095038600400062859700901403802,513762948824935617697148523379516284185294376246387195738621459462859731951473862,"      | 7     |      
8 2   | 9     | 6 1 7
6 9 7 | 1 4   | 5 2 3
- - - + - - - + - - -
  7 9 |   1   |   8  
1 8 5 |     4 |   7 6
      | 3   7 |   9 5
- - - + - - - + - - -
  3 8 | 6     | 4    
  6 2 | 8 5 9 | 7    
9   1 | 4   3 | 8   2"
040736901710009650600010708030540160026087405407601000581200370270053846060000000,845736921713829654692415738938542167126387495457691283581264379279153846364978512,"  4   | 7 3 6 | 9   1
7 1   |     9 | 6 5  
6     |   1   | 7   8
- - - + - - - + - - -
  3   | 5 4   | 1 6  
  2 6 |   8 7 | 4   5
4   7 | 6   1 |      
- - - + - - - + - - -
5 8 1 | 2     | 3 7  
2 7   |   5 3 | 8 4 6
  6   |       |      "
070600005000872043081300790138020457967500028020008610000080900009200500346009070,473691285695872143281345796138926457967514328524738619752483961819267534346159872,"  7   | 6     |     5
      | 8 7 2 |   4 3
  8 1 | 3     | 7 9  
- - - + - - - + - - -
1 3 8 |   2   | 4 5 7
9 6 7 | 5     |   2 8
  2   |     8 | 6 1  
- - - + - - - + - - -
      |   8   | 9    
    9 | 2     | 5    
3 4 6 |     9 |   7  "
008350021051007089024000600010006940460590208009070560102740896045060070806030154,698354721351627489724819635513286947467593218289471563132745896945168372876932154,"    8 | 3 5   |   2 1
  5 1 |     7 |   8 9
  2 4 |       | 6    
- - - + - - - + - - -
  1   |     6 | 9 4  
4 6   | 5 9   | 2   8
    9 |   7   | 5 6  
- - - + - - - + - - -
1   2 | 7 4   | 8 9 6
  4 5 |   6   |   7  
8   6 |   3   | 1 5 4"
000000000086302700027009563605420189390760000000915306900130200204500638763204015,539671824486352791127849563675423189391768452842915376958136247214597638763284915,"      |       |      
  8 6 | 3   2 | 7    
  2 7 |     9 | 5 6 3
- - - + - - - + - - -
6   5 | 4 2   | 1 8 9
3 9   | 7 6   |      
      | 9 1 5 | 3   6
- - - + - - - + - - -
9     | 1 3   | 2    
2   4 | 5     | 6 3 8
7 6 3 | 2   4 |   1 5"
670140008208706000901030000734001085010004260562000004007408600106509470005073019,673142598258796341941835726734261985819354267562987134397418652186529473425673819,"6 7   | 1 4   |     8
2   8 | 7   6 |      
9   1 |   3   |      
- - - + - - - + - - -
7 3 4 |     1 |   8 5
  1   |     4 | 2 6  
5 6 2 |       |     4
- - - + - - - + - - -
    7 | 4   8 | 6    
1   6 | 5   9 | 4 7  
    5 |   7 3 |   1 9"
261000900904006500735040612526981700093000158108034269842000090000098000000020806,261753984984216537735849612526981743493672158178534269842167395657398421319425876,"2 6 1 |       | 9    
9   4 |     6 | 5    
7 3 5 |   4   | 6 1 2
- - - + - - - + - - -
5 2 6 | 9 8 1 | 7    
  9 3 |       | 1 5 8
1   8 |   3 4 | 2 6 9
- - - + - - - + - - -
8 4 2 |       |   9  
      |   9 8 |      
      |   2   | 8   6"
000430500040058319850960207730126085100700023060000001571609000400813756086500104,912437568647258319853961247734126985195784623268395471571649832429813756386572194,"      | 4 3   | 5    
  4   |   5 8 | 3 1 9
8 5   | 9 6   | 2   7
- - - + - - - + - - -
7 3   | 1 2 6 |   8 5
1     | 7     |   2 3
  6   |       |     1
- - - + - - - + - - -
5 7 1 | 6   9 |      
4     | 8 1 3 | 7 5 6
  8 6 | 5     | 1   4"
608400000031000002900810060540261078020500604800347009000150843105704006000982107,658429731431675982972813465549261378723598614816347529297156843185734296364982157,"6   8 | 4     |      
  3 1 |       |     2
9     | 8 1   |   6  
- - - + - - - + - - -
5 4   | 2 6 1 |   7 8
  2   | 5     | 6   4
8     | 3 4 7 |     9
- - - + - - - + - - -
      | 1 5   | 8 4 3
1   5 | 7   4 |     6
      | 9 8 2 | 1   7"
034605972500007403072000865010400059097000648000908701009032080001560300003001096,134685972586297413972314865318476259297153648465928731659732184841569327723841596,"  3 4 | 6   5 | 9 7 2
5     |     7 | 4   3
  7 2 |       | 8 6 5
- - - + - - - + - - -
  1   | 4     |   5 9
  9 7 |       | 6 4 8
      | 9   8 | 7   1
- - - + - - - + - - -
    9 |   3 2 |   8  
    1 | 5 6   | 3    
    3 |     1 |   9 6"
006200000130500627092061035600300900043098000080610004007906410400037296008120753,856273149134589627792461835671345982243798561589612374327956418415837296968124753,"    6 | 2     |      
1 3   | 5     | 6 2 7
  9 2 |   6 1 |   3 5
- - - + - - - + - - -
6     | 3     | 9    
  4 3 |   9 8 |      
  8   | 6 1   |     4
- - - + - - - + - - -
    7 | 9   6 | 4 1  
4     |   3 7 | 2 9 6
    8 | 1 2   | 7 5 3"
600040500000807006903160400009010364401698257520073018050386700002054031090000640,617249583245837196983165472879512364431698257526473918154386729762954831398721645,"6     |   4   | 5    
      | 8   7 |     6
9   3 | 1 6   | 4    
- - - + - - - + - - -
    9 |   1   | 3 6 4
4   1 | 6 9 8 | 2 5 7
5 2   |   7 3 |   1 8
- - - + - - - + - - -
  5   | 3 8 6 | 7    
    2 |   5 4 |   3 1
  9   |       | 6 4  "
472096305803570042610000879006000431057034928324109567509310080208967004001008090,472896315893571642615243879986725431157634928324189567549312786238967154761458293,"4 7 2 |   9 6 | 3   5
8   3 | 5 7   |   4 2
6 1   |       | 8 7 9
- - - + - - - + - - -
    6 |       | 4 3 1
  5 7 |   3 4 | 9 2 8
3 2 4 | 1   9 | 5 6 7
- - - + - - - + - - -
5   9 | 3 1   |   8  
2   8 | 9 6 7 |     4
    1 |     8 |   9  "
040900030650080000890700061105079023902406508400012700720054109000007050510008302,247961835651283947893745261165879423972436518438512796726354189389127654514698372,"  4   | 9     |   3  
6 5   |   8   |      
8 9   | 7     |   6 1
- - - + - - - + - - -
1   5 |   7 9 |   2 3
9   2 | 4   6 | 5   8
4     |   1 2 | 7    
- - - + - - - + - - -
7 2   |   5 4 | 1   9
      |     7 |   5  
5 1   |     8 | 3   2"
634185972980620000270093600016540020040009016000200784067800491029071005100904000,634185972985627143271493658716548329842739516593216784367852491429371865158964237,"6 3 4 | 1 8 5 | 9 7 2
9 8   | 6 2   |      
2 7   |   9 3 | 6    
- - - + - - - + - - -
  1 6 | 5 4   |   2  
  4   |     9 |   1 6
      | 2     | 7 8 4
- - - + - - - + - - -
  6 7 | 8     | 4 9 1
  2 9 |   7 1 |     5
1     | 9   4 |      "
040600305935108620621000007093257168002316479167849532084000001006004803070081246,748692315935178624621435987493257168852316479167849532284963751516724893379581246,"  4   | 6     | 3   5
9 3 5 | 1   8 | 6 2  
6 2 1 |       |     7
- - - + - - - + - - -
  9 3 | 2 5 7 | 1 6 8
    2 | 3 1 6 | 4 7 9
1 6 7 | 8 4 9 | 5 3 2
- - - + - - - + - - -
  8 4 |       |     1
    6 |     4 | 8   3
  7   |   8 1 | 2 4 6"
403720600010006090800500270090103048184905302376042509040000020038097150021400006,453729681217386495869514273592163748184975362376842519945631827638297154721458936,"4   3 | 7 2   | 6    
  1   |     6 |   9  
8     | 5     | 2 7  
- - - + - - - + - - -
  9   | 1   3 |   4 8
1 8 4 | 9   5 | 3   2
3 7 6 |   4 2 | 5   9
- - - + - - - + - - -
  4   |       |   2  
  3 8 |   9 7 | 1 5  
  2 1 | 4     |     6"
900000380034910057000002409890630501060050078020090040079583060106020035085006790,912475386634918257758362419897634521463251978521897643279583164146729835385146792,"9     |       | 3 8  
  3 4 | 9 1   |   5 7
      |     2 | 4   9
- - - + - - - + - - -
8 9   | 6 3   | 5   1
  6   |   5   |   7 8
  2   |   9   |   4  
- - - + - - - + - - -
  7 9 | 5 8 3 |   6  
1   6 |   2   |   3 5
  8 5 |     6 | 7 9  "
204703085817650300503418072902564817175809204486027590641275030050906700709081450,264793185817652349593418672932564817175839264486127593641275938358946721729381456,"2   4 | 7   3 |   8 5
8 1 7 | 6 5   | 3    
5   3 | 4 1 8 |   7 2
- - - + - - - + - - -
9   2 | 5 6 4 | 8 1 7
1 7 5 | 8   9 | 2   4
4 8 6 |   2 7 | 5 9  
- - - + - - - + - - -
6 4 1 | 2 7 5 |   3  
  5   | 9   6 | 7    
7   9 |   8 1 | 4 5  "
460037800381045600597081030005478063000560492034002780000800520210700000000004910,462937851381245679597681234925478163178563492634192785743819526219756348856324917,"4 6   |   3 7 | 8    
3 8 1 |   4 5 | 6    
5 9 7 |   8 1 |   3  
- - - + - - - + - - -
    5 | 4 7 8 |   6 3
      | 5 6   | 4 9 2
  3 4 |     2 | 7 8  
- - - + - - - + - - -
      | 8     | 5 2  
2 1   | 7     |      
      |     4 | 9 1  "
850000200070581000004000805607219400012700608309806102026035700005178326008960041,851694237273581964964327815687219453512743698349856172126435789495178326738962541,"8 5   |       | 2    
  7   | 5 8 1 |      
    4 |       | 8   5
- - - + - - - + - - -
6   7 | 2 1 9 | 4    
  1 2 | 7     | 6   8
3   9 | 8   6 | 1   2
- - - + - - - + - - -
  2 6 |   3 5 | 7    
    5 | 1 7 8 | 3 2 6
    8 | 9 6   |   4 1"
051000879467018000908572600700300012126009008300124567070095104000807293090401750,251643879467918325938572641745386912126759438389124567673295184514867293892431756,"  5 1 |       | 8 7 9
4 6 7 |   1 8 |      
9   8 | 5 7 2 | 6    
- - - + - - - + - - -
7     | 3     |   1 2
1 2 6 |     9 |     8
3     | 1 2 4 | 5 6 7
- - - + - - - + - - -
  7   |   9 5 | 1   4
      | 8   7 | 2 9 3
  9   | 4   1 | 7 5  "
400037020390165074608924301020078140080600200000203007007002009000750402040319768,451837926392165874678924351926578143783641295514293687167482539839756412245319768,"4     |   3 7 |   2  
3 9   | 1 6 5 |   7 4
6   8 | 9 2 4 | 3   1
- - - + - - - + - - -
  2   |   7 8 | 1 4  
  8   | 6     | 2    
      | 2   3 |     7
- - - + - - - + - - -
    7 |     2 |     9
      | 7 5   | 4   2
  4   | 3 1 9 | 7 6 8"
570630100063901040040702000900428316384107290001590070000306750835000001716040920,579634182263981547148752639957428316384167295621593874492316758835279461716845923,"5 7   | 6 3   | 1    
  6 3 | 9   1 |   4  
  4   | 7   2 |      
- - - + - - - + - - -
9     | 4 2 8 | 3 1 6
3 8 4 | 1   7 | 2 9  
    1 | 5 9   |   7  
- - - + - - - + - - -
      | 3   6 | 7 5  
8 3 5 |       |     1
7 1 6 |   4   | 9 2  "
050042000083670040704300800005200070230167458860000001571006300600000210390481700,956842137183679542724315896415298673239167458867534921571926384648753219392481765,"  5   |   4 2 |      
  8 3 | 6 7   |   4  
7   4 | 3     | 8    
- - - + - - - + - - -
    5 | 2     |   7  
2 3   | 1 6 7 | 4 5 8
8 6   |       |     1
- - - + - - - + - - -
5 7 1 |     6 | 3    
6     |       | 2 1  
3 9   | 4 8 1 | 7    "
286010094074028500105064070392400000001080730708203100819030425040190087000000910,286517394974328561135964278392471856451689732768253149819736425543192687627845913,"2 8 6 |   1   |   9 4
  7 4 |   2 8 | 5    
1   5 |   6 4 |   7  
- - - + - - - + - - -
3 9 2 | 4     |      
    1 |   8   | 7 3  
7   8 | 2   3 | 1    
- - - + - - - + - - -
8 1 9 |   3   | 4 2 5
  4   | 1 9   |   8 7
      |       | 9 1  "
059728003078010506201063009715802034002407000000006200000600300586301970090200861,659728413378914526241563789715892634962437158834156297127689345586341972493275861,"  5 9 | 7 2 8 |     3
  7 8 |   1   | 5   6
2   1 |   6 3 |     9
- - - + - - - + - - -
7 1 5 | 8   2 |   3 4
    2 | 4   7 |      
      |     6 | 2    
- - - + - - - + - - -
      | 6     | 3    
5 8 6 | 3   1 | 9 7  
  9   | 2     | 8 6 1"
260108304700240005400960782059020140000600250326504970081402537540001000907806021,265178394798243615413965782859327146174689253326514978681492537542731869937856421,"2 6   | 1   8 | 3   4
7     | 2 4   |     5
4     | 9 6   | 7 8 2
- - - + - - - + - - -
  5 9 |   2   | 1 4  
      | 6     | 2 5  
3 2 6 | 5   4 | 9 7  
- - - + - - - + - - -
  8 1 | 4   2 | 5 3 7
5 4   |     1 |      
9   7 | 8   6 |   2 1"
300008007846051023207000050020670198100040072709002564651480200400905681903126740,395268417846751923217394856524673198168549372739812564651487239472935681983126745,"3     |     8 |     7
8 4 6 |   5 1 |   2 3
2   7 |       |   5  
- - - + - - - + - - -
  2   | 6 7   | 1 9 8
1     |   4   |   7 2
7   9 |     2 | 5 6 4
- - - + - - - + - - -
6 5 1 | 4 8   | 2    
4     | 9   5 | 6 8 1
9   3 | 1 2 6 | 7 4  "
